Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND)
MSI Prestige 14 Ai Studio C1udxg 058vn,msi,Intel,,,4.8,16,DDR5,5600,1024,14.0,1920 x 1200,144,NVIDIA,1.7,4-Cell 90 Whrs,30990000
MSI Katana 15 Hx B14wgk 022vn,msi,Intel,I9,91,1.6,32,DDR5,5600,1024,15.6,2560 x 1440,165,NVIDIA,2.4,4 cell / 75 Whr,48090000
MSI Vector 16 Hx Ai A2xwhg 010vn,msi,Intel,,,5.2,16,DDR5,5600,512,16.0,2560 x 1600,240,NVIDIA,2.7,4-Cell 90 Whrs (Whr),54990000
MSI Prestige 16 Ai Evo B2vmg 016vn,msi,Intel,,,,32,DDR5,8533,1024,16.0,3840 x 2400,60,Intel,1.5,"4-cell, 99.9WHr",45990000
MSI Sword 16 Hx B14vfkg 045vn,msi,Intel,I7,71,2.1,16,DDR5,5600,1024,16.0,2560 x 1600,240,NVIDIA,2.3,"4 cell 65 Wh, pin liền",38990000
MSI Prestige 13 Ai Ukiyoe Edition A2vmg 075vn,msi,Intel,,,5.1,32,DDR5,8533,2048,13.3,2880 x 1800,60,Intel,0.976,4 Cell Int (75Wh),47990000
MSI Venture A16 Ai A3hmg 017vn RYZEN Ai 7,msi,AMD,,3,,16,DDR5,5600,512,16.0,2048 x 1280,120,AMD,1.9,"4-cell, 75WHr",29990000
MSI Venture Pro 16 Ai A1veg 003vn,msi,Intel,,,0.9,16,DDR5,5600,512,16.0,2048 x 1280,120,NVIDIA,1.9,"4 cell, 55.2Whr",35990000
MSI Katana 15 Hx B14wfk 025vn,msi,Intel,I7,14,,16,DDR5,5600,4096,15.6,2560 x 1440,165,NVIDIA,2.4,4 cell 75 Whrs,38190000
MSI Modern 14 C13m 458vn,msi,Intel,I5,51,1.3,8,DDR4,3200,512,14.0,1920 x 1080,60,Intel,1.4,"3 cell, 39.3Whr",17990000
MSI Crosshair 16 Hx D2xwfkg 070vn,msi,Intel,,,5.4,16,DDR5,5600,1024,16.0,2560 x 1600,240,NVIDIA,2.5,4 Cell int (240W),46990000
MSI Sword 16 Hx B14vekg 459vn,msi,Intel,I7,14,,16,DDR5,5600,1024,16.0,1920 x 1200,144,NVIDIA,2.3,"4-cell, 65WHr",35990000
MSI Sword 16 Hx B14vekg 856vn,msi,Intel,I7,71,5.5,16,DDR5,5600,1024,16.0,1920 x 1200,165,NVIDIA,2.3,"4-cell, 65WHr",35990000
MSI Prestige 13 Ai Evo A2vmg 040vn,msi,Intel,,,,32,DDR5,8533,1024,13.3,2880 x 1800,60,Intel,0.99,"4-cell, 75WHr",38990000
MSI Crosshair 16 Hx D2xwfkg 036vn,msi,Intel,,,5.2,16,DDR5,5600,1024,16.0,2560 x 1600,240,NVIDIA,2.5,4 Cell int (240W),44990000
MSI Prestige 13 Ai Evo A2vmg 062vn,msi,Intel,,,1.0,32,DDR5,8533,1024,13.3,2880 x 1800,60,Intel,0.97,4 Cell Int (75Wh),36990000
MSI Raider 18 Hx Ai A2xwig 033vn,msi,Intel,,,2.8,64,DDR5,6400,4096,18.0,3840 x 2400,120,NVIDIA,3.6,4-Cell  99.9 Whrs (Whr),129990000
MSI Gaming Thin 15 B12uc 1416vn 16gb,msi,Intel,I5,51,,16,DDR4,3200,512,15.6,1920 x 1080,144,NVIDIA,1.86,"3-cell, 52.4WHr",19490000
MSI Katana 15 B13vfk 2099vn,msi,Intel,I7,71,1.8,32,DDR5,5200,1024,15.6,1920 x 1080,144,NVIDIA,2.25,3 cell / 53.5 Whr,32990000
MSI Katana 15 Hx B14wfk 267vn,msi,Intel,I7,14,,32,DDR5,5600,4096,15.6,2560 x 1440,165,NVIDIA,2.4,4 cell 75 Whrs,40190000
MSI Prestige 14 Evo B13m 401vn,msi,Intel,I5,13,2.6,16,DDR5,4800,512,14.0,1920 x 1200,60,Intel,1.49,4-Cell 72 Battery (Whr),19990000
MSI Gaming Gf63 Thin 11uc 1228vn,msi,Intel,I7,71,2.3,8,DDR4,3200,512,15.6,1920 x 1080,144,NVIDIA,1.85,3-Cell 52.4 (Whr),20990000
MSI Prestige 13 Ai Evo A1mg 240vn,msi,Intel,,,50.0,32,DDR5,8533,512,13.3,2880 x 1800,60,Intel,0.96,4 Cell Int (75Wh),30990000
MSI Modern 14 B11mou 1033vn,msi,Intel,I7,71,2.9,8,DDR4,3200,512,14.0,1920 x 1080,60,Intel,1.3,3-Cell 39WHrs,21990000
MSI Prestige 14 Ai Studio C1veg 056vn,msi,Intel,,,4.8,32,DDR5,5600,1024,14.0,2880 x 1800,60,NVIDIA,1.7,4-Cell 90 Whrs,36990000
MSI Katana 15 B13vek 2256vn 32gb,msi,Intel,I7,71,,32,DDR5,5200,512,15.6,1920 x 1080,144,NVIDIA,2.25,"3-cell, 53.5WHr",26990000
MSI Crosshair 16 Hx D2xwfkg 078vn,msi,Intel,,,5.2,32,DDR5,5600,1024,16.0,2560 x 1600,240,NVIDIA,2.5,4 Cell int (240W),46990000
MSI Modern 14 B11mou 1065vn,msi,Intel,I7,71,2.9,8,DDR4,3200,512,14.0,1920 x 1080,,Intel,1.3,"3 Cell, 39Whr",16100000
MSI Gaming Gf63 Thin 11uc 1230vn,msi,Intel,I5,51,,8,DDR4,3200,512,15.6,1920 x 1080,,NVIDIA,1.86,3-Cell 52.4 (Whr),
MSI Modern 14 B11mou 1030vn,msi,Intel,I3,31,,8,DDR4,3200,256,14.0,1920 x 1080,,Intel,1.3,"3 cell , 39Whr",14990000
MSI Prestige 13 Evo A13m 081vn,msi,Intel,I7,71,5.0,16,DDR5,4800,1024,13.3,1920 x 1200,,Intel,0.99,75Wh 4 Cell,
MSI Modern 15 H C2rmg 287vn,msi,Intel,,,5.2,16,DDR4,3200,1024,15.6,1920 x 1080,60,Intel,1.946,3 Cell Int (39.3Wh),
MSI Modern 15 H Ai C2hmg 220vn,msi,Intel,,,5.1,16,DDR5,5600,512,15.6,1920 x 1080,60,Intel,1.946,3 Cell Int (39.3Wh),
MSI Stealth A16 Ai A3xvgg 208vn,msi,AMD,,3,,32,DDR5,7500,2048,16.0,3840 x 2400,120,NVIDIA,2.1,"4-cell, 99.9WHr",
MSI Cyborg 15 A12udx 621vn,msi,Intel,I5,51,3.3,8,DDR5,4800,512,15.6,1920 x 1080,144,NVIDIA,1.98,"3 Cell, 53.5WHrs",
MSI Katana 15 B13udxk 2269vn,msi,Intel,I7,71,2.4,8,DDR5,5200,1024,15.6,1920 x 1080,144,NVIDIA,2.25,3-Cell,25990000
MSI Modern 14 B7m 221vn,msi,AMD,Ryzen 7,7,2.0,8,DDR4,3200,512,14.0,1920 x 1080,60,AMD,1.4,39.3Wh,
MSI Cyborg 15 A12uc 621vn,msi,Intel,I5,51,4.4,8,DDR5,4800,512,15.6,1920 x 1080,144,NVIDIA,1.95,"3 cell, 53.5Whr",
MSI Cyborg 15 A13uc 861vn,msi,Intel,I5,51,,16,DDR5,,512,15.6,1920 x 1080,144,NVIDIA,1.98,"3 Cell, 53.5 Whr",
MSI Stealth 16 Ai Studio A1vgg 240vn,msi,Intel,,71,3.8,32,DDR5,5600,2048,16.0,2560x1600,240,NVIDIA,1.99,4-Cell 99.9 Battery (Whr),64990000
MSI Katana Gf66 12udk 814vn,msi,Intel,I7,12,2.3,16,DDR4,3200,512,15.6,1920 x 1080,144,NVIDIA,2.25,"3 cell, 53.5Whr",
MSI Cyborg 15 A13uc 2088vn,msi,Intel,I5,51,4.6,16,DDR5,5600,4096,15.6,1920 x 1080,144,NVIDIA,1.98,3-Cell,
MSI Cyborg 15 B13wekg 676vn,msi,Intel,I5,51,4.6,16,DDR5,5600,4096,15.6,1920 x 1080,144,NVIDIA,2.1,4-Cell,
Lg Gram 2024 14z90s G Ah75a5,lg,Intel,,71,,16,DDR5,6400,512,14.0,1920 x 1200,60,Intel,0.12,"72 Wh Li-Ion Phát lại video: 29,5 giờ JEITA 3.0 (Phát lại video) : 14 giờ JEITA 3.0 (Không hoạt động) : 31 giờ",41390000
Lg Gram 2024 Pro 16z90sp K Ah75a5,lg,Intel,,,,16,DDR5,7467,512,16.0,2880 x 1800,120,Intel,1.19,"77 Wh Li-Ion (GM), 90Wh Li-Ion (PM)",51400000
Lg Gram 2024 14z90s G Ah55a5,lg,Intel,,,,16,DDR5,6400,512,14.0,1920 x 1200,60,Intel,0.12,"72 Wh Li-Ion Phát lại video: 29,5 giờ JEITA 3.0 (Phát lại video) : 14 giờ JEITA 3.0 (Không hoạt động) : 31 giờ",36290000
Lg Gram Book 15u50t G Av56a5,lg,Intel,I5,51,4.6,16,DDR4,3200,512,15.6,1920 x 1080,60,Intel,1.7,51 Wh Li-Ion,16990000
Samsung Galaxy Chromebook Go Xe340xda Ka1vn,samsung,Intel,,45,1.1,4,DDR4,,32,14.0,1366 x 768,60,Intel,1.145,42.3 Wh (Giá trị điển hình),7290000
Samsung Galaxy Chromebook Go Xe310xda Ka1vn,samsung,Intel,,45,1.1,4,DDR4,,32,11.6,1366 x 768,60,Intel,1.06,40.2 Wh (Giá trị điển hình),5990000
Apple MACBOOK Air 13 M4 10cpu 8gpu 16gb 256gb 2025,macbook,,,,,16,,,256,13.6,2560 x 1664,,,1.24,Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ Pin Li-Po 53.8 watt‑giờ tích hợp,26990000
MACBOOK Air M2 2022 16gb,macbook,,,,,16,,,256,13.6,2560 x 1664,,,1.27,"52,6 Wh",24990000
MACBOOK Pro 14 Inch M4 Pro 24gb 512gb,macbook,,,,,24,,,512,14.2,3024 x 1964,120,,1.6,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 22 giờ Thời gian duyệt web trên mạng không dây lên đến 14 giờ,51990000
Apple MACBOOK Air 13 M4 10cpu 8gpu 16gb 256gb 2025 Sac 70w,macbook,,,,,16,,,256,13.6,2560 x 1664,,,1.24,Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ Pin Li-Po 53.8 watt‑giờ tích hợp,27990000
Apple MACBOOK Air 13 M4 10cpu 10gpu 16gb 512gb 2025,macbook,,,,,16,,,512,13.6,2560 x 1664,,,1.24,Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ Pin Li-Po 53.8 watt‑giờ tích hợp,31990000
Apple MACBOOK Air 13 M4 10cpu 10gpu 16gb 512gb 2025 Sac 70w,macbook,,,,,16,,,512,13.6,2560 x 1664,,,1.24,Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ Pin Li-Po 53.8 watt‑giờ tích hợp,32990000
Apple MACBOOK Air 13 M4 10cpu 10gpu 24gb 512gb 2025,macbook,,,,,24,,,512,13.6,2560 x 1664,,,1.24,Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ Pin Li-Po 53.8 watt‑giờ tích hợp,36990000
Apple MACBOOK Air 15 M4 10cpu 10gpu 16gb 256gb 2025,macbook,,,,,16,,,256,15.3,2880 x 1864,,,1.51,Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ Pin Li-Po 66.5 watt‑giờ tích hợp,31990000
Apple MACBOOK Air 15 M4 10cpu 10gpu 16gb 512gb 2025,macbook,,,,,16,,,512,15.3,2880 x 1864,,,1.51,Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ Pin Li-Po 66.5 watt‑giờ tích hợp,36990000
MACBOOK Air M3 13 Inch 2024,macbook,,,,,8,,,256,13.6,,,,,,27990000
MACBOOK Pro 14 Inch M4 24gb 1tb,macbook,,,,,24,,,1024,14.2,3024 x 1964,120,,1.55,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ,49990000
MACBOOK Pro 16 Inch M4 Max 48gb 1tb,macbook,,,,,48,,,1024,16.2,3456 x 2234,120,,2.15,Pin Li-Po 100 watt-giờ Thời gian xem video trực tuyến lên đến 21 giờ Thời gian duyệt web trên mạng không dây lên đến 14 giờ,103740000
Apple MACBOOK Air 13 M4 10cpu 10gpu 24gb 512gb 2025 Sac 70w,macbook,,,,,24,,,512,13.6,2560 x 1664,,,,Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ Pin Li-Po 53.8 watt‑giờ tích hợp,37990000
MACBOOK Pro 14 Inch M4 Pro 12 Cpu 16 Gpu 24gb 512gb Sac 96w,macbook,,,,,24,,,512,14.2,3024 x 1964,120,,1.6,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 22 giờ Thời gian duyệt web trên mạng không dây lên đến 14 giờ,52490000
Apple MACBOOK Air 15 M4 10cpu 10gpu 16gb 256gb 2025 Sac 70w,macbook,,,,,16,,,256,15.3,2880 x 1864,,,1.51,Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ Pin Li-Po 66.5 watt‑giờ tích hợp,32990000
MACBOOK Pro 16 M4 Pro 14 Cpu 20 Gpu 24gb 1tb 2024 Sac 140w,macbook,,,,,24,,,1024,16.2,3456 x 2234,120,,2.14,Pin Li-Po 100 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 17 giờ,71890000
Apple MACBOOK Air 15 M4 10cpu 10gpu 24gb 512gb 2025 Sac 70w,macbook,,,,,24,,,512,15.3,2880 x 1864,,,1.51,Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ Pin Li-Po 66.5 watt‑giờ tích hợp,42990000
MACBOOK Pro 14 Inch M4 16gb 1tb,macbook,,,,,16,,,1024,14.2,3024 x 1964,120,,1.55,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ,44990000
Apple MACBOOK Air 15 M4 10cpu 10gpu 16gb 512gb 2025 Sac 70w,macbook,,,,,16,,,512,15.3,2880 x 1864,,,1.51,Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ Pin Li-Po 66.5 watt‑giờ tích hợp,37990000
MACBOOK Pro 16 Inch M4 Pro 24gb 512gb,macbook,,,,,24,,,512,16.2,3456 x 2234,120,,2.14,Pin Li-Po 100 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 17 giờ,66990000
MACBOOK Pro M4 Pro 14 Inch 12cpu 16gpu 24gb 512gb Nano,macbook,,,,,24,,,512,14.2,3024 x 1964,120,,1.6,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 22 giờ Thời gian duyệt web trên mạng không dây lên đến 14 giờ,55660000
MACBOOK Pro 16 Inch M4 Pro 48gb 512gb,macbook,,,,,48,,,512,16.2,3456 x 2234,120,,2.14,Pin Li-Po 100 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 17 giờ,76790000
MACBOOK Pro M4 Pro 14 Inch 14cpu 20gpu 24gb 1tb Nano,macbook,,,,,24,,,1024,14.2,3024 x 1964,120,,1.6,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 22 giờ Thời gian duyệt web trên mạng không dây lên đến 14 giờ,65460000
MACBOOK Air 15 Inch M4 10cpu 10gpu 24gb 256gb 2025 Sac 70w,macbook,,,,,24,,,256,15.3,2880 x 1864,,,1.51,Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ Pin Li-Po 66.5 watt‑giờ tích hợp,
MACBOOK Pro 14 Inch M5 24gb 1tb,macbook,,,,,24,,,1024,14.2,3024 x 1964,120,,1.55,Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ Pin Li-Po 72.4 watt-giờ,
MACBOOK Pro 14 Inch M5 10 Cpu 10 Gpu 32gb 1tb Nano,macbook,,,,,32,,,1024,14.2,3024 x 1964,120,,1.55,Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ Pin Li-Po 72.4 watt-giờ,
MACBOOK Pro M4 Max 14 Inch 14cpu 32gpu 36gb 1tb Nano,macbook,,,,,36,,,1024,14.2,3024 x 1964,120,,1.62,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 13 giờ,85060000
MACBOOK Pro 14 Inch M5 10 Cpu 10 Gpu 24gb 512gb,macbook,,,,,24,,,512,14.2,3024 x 1964,120,,1.55,Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ Pin Li-Po 72.4 watt-giờ,
MACBOOK Pro 14 Inch M5 16gb 1tb,macbook,,,,,16,,,1024,14.2,3024 x 1964,120,,1.55,Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ Pin Li-Po 72.4 watt-giờ,
MACBOOK Pro 14 Inch M5 10 Cpu 10 Gpu 32gb 512gb Nano,macbook,,,,,32,,,512,14.2,3024 x 1964,120,,1.55,Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ Pin Li-Po 72.4 watt-giờ,
MACBOOK Pro 14 Inch M5 10 Cpu 10 Gpu 24gb 512gb Nano,macbook,,,,,24,,,512,14.2,3024 x 1964,120,,1.55,Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ Pin Li-Po 72.4 watt-giờ,
MACBOOK Pro 14 Inch M5 16gb 512gb,macbook,,,,,16,,,512,14.2,3024 x 1964,120,,1.55,Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ Pin Li-Po 72.4 watt-giờ,
MACBOOK Pro 14 Inch M5 10 Cpu 10 Gpu 16gb 512gb Nano,macbook,,,,,16,,,512,14.2,3024 x 1964,120,,1.55,Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ Pin Li-Po 72.4 watt-giờ,
MACBOOK Pro 14 Inch M5 10 Cpu 10 Gpu 32gb 512gb,macbook,,,,,32,,,512,14.2,3024 x 1964,120,,1.55,Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ Pin Li-Po 72.4 watt-giờ,
MACBOOK Pro M4 Pro 14 Inch 14cpu 20gpu 24gb 512gb Nano,macbook,,,,,24,,,512,14.2,3024 x 1964,120,,1.6,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 22 giờ Thời gian duyệt web trên mạng không dây lên đến 14 giờ,60560000
MACBOOK Air M2 2022,macbook,,,,,8,,,256,13.6,2560 x 1664,,,1.27,"52,6 Wh",24990000
MACBOOK Pro 14 Inch M3 Max 96gb 512gb Sac 96w,macbook,,,,,96,,,512,14.2,3024 x 1964,120,,1.55,"Pin Li-Po 72,4 watt-giờ",95990000
MACBOOK Pro 14 Inch M4 16gb 512gb,macbook,,,,,16,,,512,14.2,3024 x 1964,120,,1.55,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ,39990000
MACBOOK Pro M4 14 Inch 10cpu 10gpu 24gb 512gb,macbook,,,,,24,,,512,14.2,3024 x 1964,120,,1.55,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ,44990000
MACBOOK Air 2020 M1,macbook,,,,,8,DDR4,,256,13.3,2560 x 1600,,,1.29,"49.9-watt lithium-polymer, củ sạc công suất 30W",22990000
MACBOOK Air M2 2022 16gb 256gb 10gpu,macbook,,,,,16,,,256,13.6,2560 x 1664,,,1.24,"52,6 Wh",27490000
MACBOOK Air M2 2022 16gb 512gb Sac 70w,macbook,,,,,16,,,512,13.6,2560 x 1664,,,1.27,"52,6 Wh",29990000
MACBOOK Pro 16 Inch M3 Pro 36gb 512gb 2023,macbook,,,,,36,,,512,16.2,3024 x 1964,120,,55.0,,
Apple MACBOOK Pro 14 M4 10 Cpu 10 Gpu 16gb 512gb 2024 Nano,macbook,,,,,16,,,512,14.2,3024 x 1964,120,,1.55,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ,43790000
MACBOOK Air M3 13 Inch 2024 16gb 256gb 10gpu,macbook,,,,,16,,,256,13.6,,,,,,30490000
MACBOOK Pro M4 Max 16 Inch 14cpu 32gpu 36gb 1tb Nano,macbook,,,,,36,,,1024,16.2,3456 x 2234,120,,2.15,Pin Li-Po 100 watt-giờ Thời gian xem video trực tuyến lên đến 21 giờ Thời gian duyệt web trên mạng không dây lên đến 14 giờ,95160000
MACBOOK Pro 14 Inch M4 Max 36gb 1tb,macbook,,,,,36,,,1024,14.2,3024 x 1964,120,,1.62,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 13 giờ,81390000
MACBOOK Air 13 M3 24gb 512gb 2024 Sac 35w,macbook,,,,,24,,,512,13.6,,,,,,37990000
MACBOOK Air M3 13 Inch 2024 16gb 512gb,macbook,,,,,16,,,512,13.6,,,,,,32990000
MACBOOK Pro 14 Inch M4 10 Cpu 10 Gpu 16gb 512gb Sac 96w,macbook,,,,,16,,,512,14.2,3024 x 1964,120,,1.55,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ,39760000
MACBOOK Air M3 13 Inch 2024 16gb 256gb,macbook,,,,,16,,,256,13.6,,,,,,27990000
MACBOOK Pro 16 Inch M3 Pro 2023 36gb 1tb,macbook,,,,,36,,,1024,16.2,3024 x 1964,120,,55.0,,79990000
MACBOOK Air 15 M3 24gb 512gb 2024 35w,macbook,,,,,24,,,512,15.3,,,,,,42990000
Apple MACBOOK Pro 14 M4 Pro 14 Cpu 20 Gpu 48gb 1tb 2024,macbook,,,,,48,,,1024,14.2,3024 x 1964,120,,1.6,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 22 giờ Thời gian duyệt web trên mạng không dây lên đến 14 giờ,
MACBOOK Pro 2020 13 Inch Touch Bar M1 512gb,macbook,,,,,8,,,512,13.3,2560 x 1600,,,1.4,"58.2-watt-hour lithium-polymer, 61W USB-C Power Adapter",41990000
MACBOOK Air M3 15 Inch 2024 16gb 256gb,macbook,,,,,16,,,256,15.3,,,,,,32990000
MACBOOK Pro 14 M4 Pro 14 Cpu 20 Gpu 24gb 1tb 2024 Sac 96w,macbook,,,,,24,,,1024,14.2,3024 x 1964,120,,1.6,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 22 giờ Thời gian duyệt web trên mạng không dây lên đến 14 giờ,
MACBOOK Pro 14 Inch M3 2023 8gb 512gb,macbook,,,,,8,,,512,14.2,3024 x 1964,120,,55.0,70Wh,39990000
MACBOOK Pro 16 Inch M3 Max 2023 36gb 1tb,macbook,,,,,36,,,1024,16.2,3024 x 1964,120,,16.0,"Pin Li-Po 72,4 watt-giờ",89990000
MACBOOK Pro 16 Inch M2 Pro 2023,macbook,,,,,16,,,2048,16.0,3456 x 2234,,,2.1,70Wh Sạc 96W,65990000
MACBOOK Air 2020 M1 512gb,macbook,,,,,8,,,512,13.3,2560 x 1600,,,1.29,"49.9-watt-hour lithium-polymer, củ sạc công suất 30W",
Apple MACBOOK Pro 16 M4 Pro 14 Cpu 20 Gpu 48gb 1tb 2024,macbook,,,,,48,,,1024,16.2,3456 x 2234,120,,2.14,Pin Li-Po 100 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 17 giờ,81690000
MACBOOK Air 15 Inch M2 2023 16gb 256gb,macbook,,,,,16,,,256,15.0,,,,1.51,Lên đến 18 giờ,37990000
MACBOOK Pro 16 Inch M4 Pro 14 Cpu 20 Gpu 48gb 1tb 2024,macbook,,,,,48,,,1024,16.2,3456 x 2234,120,,2.14,Pin Li-Po 100 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 17 giờ,
MACBOOK Air M3 13 Inch 8cpu 10gpu 24gb 512gb Sac 70w,macbook,,,,,24,,,512,13.6,,,,,,37990000
MACBOOK Air 13 Inch M3 24gb 256gb 2024 Sac 30w,macbook,,,,,24,,,256,13.6,,,,,,32990000
MACBOOK Pro M4 Pro 16 Inch 14cpu 20gpu 24gb 512gb Nano,macbook,,,,,24,,,512,16.2,3456 x 2234,120,,2.14,Pin Li-Po 100 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 17 giờ,70660000
MACBOOK Air 13 Inch M3 2023 24gb 1tb,macbook,,,,,24,,,1024,13.6,,,,1.24,,
MACBOOK Pro 14 Inch M3 Pro 36gb 512gb Sac 70w,macbook,,,,,36,,,512,14.2,3024 x 1964,120,,1.55,"Pin Li-Po 72,4 watt-giờ",59990000
MACBOOK Pro 14 Inch M3 Pro 2023 18gb 2tb,macbook,,,,,18,,,2048,14.2,3024 x 1964,120,,1.61,70Wh,64990000
MACBOOK Pro 14 Inch M3 Pro 2023 36gb 1tb Sac 70w,macbook,,,,,36,,,1024,14.2,3024 x 1964,120,,1.55,"Thời gian xem phim trên ứng dụng Apple TV lên đến 18 giờ Pin Li-Po 72,4 watt-giờ",
MACBOOK Air M3 15 Inch 24gb 512gb 2024 Sac 70w,macbook,,,,,24,,,512,15.3,,,,,,42990000
MACBOOK Air 15 Inch M3 16gb 1tb 2024 Sac 70w,macbook,,,,,16,,,1024,15.3,2880 x 1864,60,,1.51,Pin Li-Po 66.5 watt-giờ,
Apple MACBOOK Pro 14 M4 10cpu 10gpu 16gb 512gb 2024 Sac 96w,macbook,,,,,16,,,512,14.2,3024 x 1964,120,,1.55,Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ,
Apple MACBOOK Air 13 M3 8cpu 10gpu 16gb 1tb 2024,macbook,,,,,16,,,1024,13.6,,,,,,37990000
MACBOOK Pro 14 Inch M2 Max 64gb 2023,macbook,,,,,64,,,1024,14.2,3024 x 1964,,,1.6,70Wh Đi kèm củ sạc 96W,92990000
MACBOOK Pro M4 Pro 14 Inch 12cpu 16gpu 48gb 512gb 2024,macbook,,,,,,,,,,,,,,,
GIGABYTE Gaming A16 Ga6h Cthi3vn893sh,gigabyte,Intel,I7,71,4.9,16,DDR5,5200,4096,16.0,1920 x 1200,165,NVIDIA,2.23,4 Cell Int (76.1Wh),30990000
GIGABYTE G6 Mf H2ph853kh,gigabyte,Intel,I7,71,3.6,16,DDR5,4800,4096,16.0,1920 x 1200,165,NVIDIA,2.279,4 Cell Int (54Wh),25190000
GIGABYTE Gaming A16 Ga6h Cmhi2vn893sh,gigabyte,Intel,I7,71,4.9,16,DDR5,5200,4096,16.0,1920 x 1200,165,NVIDIA,2.204,4 Cell Int (76.1Wh),27290000
